Job Title,Description,District,Work Mode
ANALISTA PROGRAMADOR PHP,"Somos Canvia ¡Una empresa que innova y reinventa!
¡Buscamos a una Analista Programador PHP con ADN de innovación!
Top de razones para trabajar con nosotros
CANVIA es una de las empresas más grandes del sector IT en el Perú y nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital en múltiples industrias. Nos mueve la reinvención, hacer las cosas diferentes a través de buenas ideas, cuestionar el statu quo.
Años de experiencia desarrollando y ejecutando soluciones con un equipo humano valioso y que suma diferentes capacidades, nuevos modelos de negocios a través del uso de tecnologías digitales y sistemas de gestión del cambio soportados en una cultura Lean-Agile.
¿Qué retos tendrás como Analista programador?
Entender, analizar y desarrollar la programación de requerimientos para cumplir con los requerimientos teniendo en cuenta los procedimientos, técnicas y herramientas.
¿Qué skills buscamos en ti?
Que seas Tecnico titulado o Bachiller en las carreras de Ingeniería de sistemas, informatica, sotfware o carreras a fines.
Experiencia mínima de 4 años en desarrollo PHP
Manejo de MySQL, Framework , Laravel.
Lo que encontrarás en Canvia:
Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala.
Cultura de equipo altamente colaborativa y orientado a romper paradigmas.
A RETARTE y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor.
Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión.
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres.
Trabajo desde casa en la mayoría de nuestras posiciones.
En esta empresa está prohibida la discriminación – Ley N° 29973",Lima,Híbrido
Analista Programador Fullstack Java,"¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!
REQUISITOS:
Bachiller o titulado de Ingeniería de Sistemas, Informática, o carreras afines.
SKILSS TÉCNICOS:
Experiencia en Java 7 o superior usando frameworks Angular versión 8 o superior (intermedio/avanzado).
Spring (intermedio/avanzado), Hibernate (Intermedio),Primefaces (Intermedio).
Experiencia en entorno Azure (Servicios en la nube y despliegue).
Desarrollo de Webservices REST y SOAP (intermedio).
Microservicios (Spring webflux que va de la mano con microservicios).
Experiencia en Oracle PLSQL (intermedio).
Inglès a nivel intermedio (B1 como mínimo).
BENEFICIOS:
Pertenecer al grupo América Móvil.
Sueldo en planilla 100% desde el primer día.
EPS corporativa cubierta al 50% (opcional).
Convenios corporativos.
1/2 día libre por tu cumpleaños.
“Global HITSS mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”. ¡Te invitamos a revisar nuestra página web: http://www.globalhitss.com/",La Victoria,Remoto
Programador BMS,"Indra es una compañía global de consultoría y tecnología, con presencia en los 5 continentes y más de 40.000 profesionales. Trabajarás en un entorno de soluciones y servicios innovadores para nuestros clientes en los principales sectores de actividad, aportándoles valor añadido. Participarás de la transformación de los negocios trabajando con profesionales de referencia.
Buscamos Programador BMS con ganas de trabajar en nuestros equipos multidisciplinares.
Requisitos:
Experiencia mínima de 2 años en sistemas SCADA y/o BMS para control y monitorización de sistemas electromecánicos.
Conocimientos en redes IP y experiencia en sistemas electromecánicos.
Experiencia como programador/desarrollador en alguna de estas herramientas de Schneider Electric: PME (Power Monitoring Expert) PSO (Power SCADA Operation) EBO (EcoStruxure Building Operation)
Deseable:
Programación en otros SCADA/BMS.
Experiencia con redes TCP/IP.
Funciones:
Programación y desarrollo de sistemas SCADA/BMS.
Control y monitoreo de sistemas electromecánicos.
Colaboración con ingenieros y técnicos en sala de control.
Participación en proyectos de automatización de edificios e infraestructura eléctrica.
Modalidad de Trabajo:
Presencial en Lima, Perú.",Lima,Presencial
Desarrollador Fullstack Java,"¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!
REQUISITOS:
Bachiller o titulado de Ingeniería de Sistemas, Informática, o carreras afines.
SKILSS TÉCNICOS:
Experiencia de 3+ años en Java 7 o superior usando frameworks Angular versión 8 o superior (intermedio/avanzado).
Spring (intermedio/avanzado), Hibernate (Intermedio),Primefaces (Intermedio).
Experiencia en entorno Azure (Servicios en la nube y despliegue).
Desarrollo de Webservices REST y SOAP (intermedio).
Microservicios (Spring webflux que va de la mano con microservicios).
Experiencia en Oracle PLSQL (intermedio).
Inglès a nivel intermedio (B1 como mínimo).
BENEFICIOS:
Pertenecer al grupo América Móvil.
Sueldo en planilla 100% desde el primer día.
EPS corporativa cubierta al 50% (opcional).
Convenios corporativos.
1/2 día libre por tu cumpleaños.
“Global HITSS mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”. ¡Te invitamos a revisar nuestra página web: http://www.globalhitss.com/",La Victoria,Remoto
Trainee Programador Jr,"Perfil de Desarrollador/ Programador Junior
Requisitos:
Carreras universitarias sistemas a fines. (Egresado - Bachiller)
Programación en Java, .NET u otros.
Alta capacidad analítica
Alto grado de manejo de algoritmos
Disponibilidad de trabajo presencial",Miraflores,Presencial
Desarrollador Backend JavaScript senior,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Backend (JavaScript) Senior
Requisitos:
Bachiller en Ing de Sistemas, Software o afines o Técnico.
Experiencia mínima de 5 años como Backend.
Experiencia de 3 a más en Node JS.
Experiencia de 2 años a más en Amazon Web Services.
Experiencia de 3 en en programación en Javascript, Node JS con Express y Type Script
Experiencia en Git / Gitlab: Gitflow, comandos Rebasing, Stashing, crear y resolver Merge Requests.
Experiencia de 3 años a más en Metodologías Ágiles como Scrum, Kanban y/o XP.
Nivel intermedio o avanzado en codificación de pruebas de unidad usando TDD.
Experiencia codificando pruebas de rendimiento de SW (carga, estres, escalabilidad) usando Gatlin u otra herramienta similar.
Conocimiento de BDD.
Conocimiento avanzados de Clean Code, SOLID y Arquitecturas Hexagonales.
Experiencia aplicando prácticas de excelencia técnica como: Continuous Integration, Refactoring, Code Review y Pair Programming.
Conocimiento avanzado de prácticas de código seguro con OWASP 10.
DevSecOps Mindset.
Experiencia en Docker, Mongodb, MySQL, Redis, EventBridge y Kubernetes (deseable).
Condiciones:
Modalidad Remota (1 o 2 veces al mes en el distrito de San Isidro)
Salario bajo RXH.
Horario de lunes a viernes de 9 am a 6:30pm.
¡Ven y únete al equipo de CSTI CORP!",Lima,Híbrido
Desarrollador Backend Semi-Senior,"Métrica Perú es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Perú, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
Por encargo de nuestro cliente nos encontramos en la búsqueda de un Desarrollador Backend
Requisitos:
+3 años de experiencia en desarrollo de software.
24+ con TypeScript.Runtime:📷
Framework:📷
Bases de datos: MongoDB en AWS.
y Custom.Autenticación: JWT,📷
Testing: Jest (Unit test) + Supertest.
ORM: Mongoose (MongoDB).
Containerización: Docker.
Deploy: AWS EKS.
Flujo de trabajo: Git Flow Deployment (Develop, Staging QA, Main).
CI/CD: GitHub Actions.
Herramientas: Vault, Swagger, Pino, Morgan.
Seguridad: Helmet, Express Rate Limit, Npm Audit.
Mensajería y colas: SQS, SNS.
Storage: AWS S3.
Telemetría: Prometheus, Grafana.
Code Quality: SonarQube.
Experiencia en empresas del sector financiero (deseable).",Lima,Remoto
Analista Desarrollador Full -Stack,"REQUISITOS:
Profesional de las carreras de Ingeniería de Sistemas, Industrial o carreras afines.
Experiencia mínima: 2 años como desarrollador Fullstack, manejando base de datos SQL Server, aplicaciones en .NET Framework, NetCore, Api Rest Full. Experiencia MVC Asp.net, WinForms.
Experiencia mínima 2 años de computación en la nube bajo plataforma Amazon AWS
Manejo avanzado de SQL Server, experiencia en BD postgres
DESEABLE:
Conocimientos de algún software de manejo de versiones (GIT, TFS)
Conocimientos de HTML5, BOOTSTRAP 4.x / MATERIALIZE, CSS3, JSON, Jquery, Ajax, XML, etc.
Conocimientos intermedios de Netcore a nivel de backend(Apis)
Conocimiento de Angular, en desarrollo y despliegue de Api's RestFull, SOAP, JSON.
Conocimiento de desarrollo de agentes IA e integraciones
FUNCIONES:
Liderar el proyecto de implementación de un nuevo CRM para la compañía.
Analizar y desarrollar nuevas funcionalidades en los sistemas que soportan la operación del área comercial: Salesforce CRM, Sistema de gestión Ordenes Publicitarias, Valorizador y cotizador para sus operaciones diarias.
Generar sinergias con el área comercial para el desarrollo de sus proyectos, actuando con liderazgo y asesoría.
Proponer mejoras y liderar cambios asociados a optimizar los flujos comerciales, coordinando directamente con asesores comerciales y el equipo de administración de pauta.
Brindar soporte a los usuarios que ingresan y utilizan los sistemas comerciales para sus operaciones diarias.",Lima,Presencial
Desarrollador Genexus,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición:
DESARROLLADOR GENEXUS
Requisitos:
Universitario Egresado, Titulado, Bachiller o Técnico Egresado, Titulado
Carreras de Ingeniería de Sistemas, de Software, Informática, Computación o afines
Experiencia de 3 a 5 años mínimo de experiencia Genexus , Bantotal y SQL
Herramientas no técnicas:
Trabajo en equipo
Comunicación Eficaz",Cercado De Lima,Híbrido
Analista Desarrollador Java - Sector Administración de Fondos Colectivos,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista Desarrollador Java en el rubro Administración de Fondos Colectivos.
Analista Desarrollador Java – Administración de Fondos Colectivos
Requisitos para postular al cargo:
Técnico/Bachiller o Egresado en la carrera de ingeniería de sistemas o afines
Conocimiento de Html, Java Script, Jquery, Css, IDE Netbeans, Bootstrap - Indispensable
VisualStudio - Deseable
Idioma Inglés a nivel básico
2 años de experiencia en Oracle PL/SQL(indispensable)
3 años de experiencia en Java(JSP).
Trabajo presencial 100% Lunes a viernes: 8:30 a.m. a 6:00pm - Sábado: 8:30 a 1:00pm
Funciones principales del puesto:
Levantamiento de requerimientos documentada.
Convertir las necesidades del negocio en productos de software.
Implementar soluciones tecnológicas, aplicando las buenas prácticas en análisis, diseño y desarrollo de software.
Gestionar los requerimientos asignados por el Jefe de Sistemas.
Hacer seguimiento al desarrollo/pruebas/puesta en producción de la solución propuesta
Gestionar la demanda de los requerimientos.
Diseñar, codificar y probar que los módulos de los programas cumplen con las especificaciones de diseño.
Revisión del listado de pruebas, ejecutar y documentar las pruebas necesarias para asegurar que una aplicación o entorno técnico cumple con los requisitos de rendimiento.
Elaborar la documentación respectiva.
La empresa ofrece al candidato seleccionado:
Salario acorde al mercado.
Crecimiento profesional.
Planilla Directa cliente.
Utilidades
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!.",La Victoria,Presencial
Java Developer - Senior,"Actualmente nos encontramos en búsqueda de 02 Desarrolladores Backend Java Senior para que se integren a nuestro equipo.
Profesional en Ingeniería de Sistemas, Computación, Informática o carreras afines.
Experiencia mínima de 6 años en desarrollo con entorno Java
Conocimientos sólidos en Java (Genéricos, excepciones, JDBC, networking)
Experiencia con programación reactiva (RxJava, Webflux)
Desarrollo de APIs REST y SOAP (JSON, XML, Swagger, OpenAPI)
Diseño de APIs serverless y trabajo con Azure Functions
Conocimientos en Azure (CosmosDB, Blob Storage, Data Lakes)
Disponibilidad para trabajar en modalidad híbrida en el distrito Chorrillos",Chorrillos,Híbrido
Analista Programador Postgre/Oracle/Híbrido,"Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:
(1) Analista Programador Postgre/Oracle
Requisitos
Universitario de Ingeniería de Sistemas, Informática, o afines
Experiencia de 3 años en puestos similares como mínimo
Experiencia realizando labores de Analista de Sistemas
Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages
Desarrollador BD PostgreSQL nivel avanzado
Experiencia realizando tuning de Base de Datos
Conocimiento en Oracle Data Integrator (ODI)
Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low
Modelamiento de Base de Datos
Recomendable que haya realizado labores como Analista Fullstack
Funciones:
Diseñar, analizar y desarrollar soluciones en la Base de Datos
Realizar la documentación correspondiente al proyecto
Realizar estimaciones del trabajo solicitado
Hacer las correcciones y/o mejoras de los programas realizados
Coordinar el pase a producción
Dar soporte post-producción de la solución
¿Qué ofrecemos?
Ingreso a planilla GENERAL de la empresa.
Remuneración acorde al mercado
Trabajo Híbrido: 1 vez a la semana (jueves) asistir a las oficinas del cliente en San Borja.
Horario: Lunes a viernes de 8:30am a 6:30pm
El cliente brindará laptop.",San Borja,Híbrido
Desarrollador Mobile React Native,"Somos Fractal Soluciones TI, una empresa peruana de consultoría en Gestión de Tecnología de la Información con más de 11 años en el mercado y con más de 70 clientes que confían en nosotros.
Nos encontramos en búsqueda de un talento para el cargo de un Desarrollador Mobile React Native para colaborar en modalidad híbrida con uno de nuestros clientes del sector bancario para un proyecto de 3 meses con el siguiente perfil:
Requisitos
Formación Universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
3 a 5 años de experiencia desarrollando aplicaciones móviles con React Native CLI.
Conocimiento y aplicación de Arquitectura Limpia en proyectos móviles.
Experiencia en despliegue de aplicaciones a tiendas oficiales (Google Play / App Store) y tiendas internas.
Manejo de Firebase (Auth, Firestore, Notifications, etc.).
Conocimiento en gestión de dependencias: iOS: CocoaPods Android: Gradle
Dominio en herramientas de control de versiones como GitLab (ramificación, merge requests, CI/CD opcional).",San Isidro,Híbrido
Desarrollador Frontend Senior- REMOTO,"Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Frontend Web Senior""
Requisitos:
Mínimo 5 años de experiencia en Desarrollador front end.
Experiencia sólida en React.
Conocimiento avanzado de JavaScript, HTML5, CSS3 y frameworks asociados.
Sólidos conocimientos de HTML5 y CSS3 así como tecnologías afines.
Conocimientos de uso y consumo de API REST.
Familiaridad con Git y sus plataformas (Gitlab, Github, etc.).
Experiencia en Figma.
Experiencia en Pruebas, y testing (Jest)
Disponibilidad inmediata.
Condiciones:
Modalidad Remota(1 o 2 veces de manera presencial en Surco).
Horario de lunes a viernes 8: 30 am a 6:00 pm
¡Ven y únete al equipo de CSTI CORP!",Lima,Presencial
Analista programador,"Nos encontramos en la búsqueda de un:
Analista Programador
Bachiller en ingenieria de sistemas o afines
Experiencia mayor a 4 años como programador
Experiencia manejando Java, JavaScript, NestJs
Experiencia trabajando en entornos agiles
Deseble conocimiento en desarrollo de aplicaciones moviles",Lima,Híbrido
Analista programador Fullstack,"Requisitos
- Conocimientos en desarrollo de soluciones con , / Angular
- Conocimientos en diseño, consultas y programación en bases de datos (MySQL, PostgreSQL).
- Conocimientos en desarrollo en Python
- Experiencia en documentación funcional / técnica de sistemas.
- Mantenimiento de versiones del software
- Asegurar que el código sea en adecuado por medio de las pruebas unitarias.
- Participar activamente con los usuarios y pares en la solución de iniciativas.",San Isidro,Presencial
Desarrollador Backend .NET,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Desarrollador Backend Pleno .NET con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Formación Académica:
Bachiller en Ingeniería de sistemas o afines
Experiencia: Conocimiento Técnico:
Experiencia en Visual Basic 2005 y 2008.
Dominio de C# Net Core 2.0, 3.1, Net 5 y 6.
Experiencia en el uso de HTML, CSS y JavaScript.
Experiencia en SQL y manejo de bases de datos Oracle.
Dominio de sistemas de control de versiones como Git.
Familiaridad con flujos de trabajo en Git (branching, merging, pull requests).
Experiencia en el uso de Bitbucket.
Conocimiento y experiencia en la implementación de metodologías ágiles (Kanban, Scrum, manejo de Jira).
Experiencia en el diseño, desarrollo y despliegue de paquetes SSIS.
Experiencia trabajando en proyectos del sector bancario.
Funciones del puesto
Desarrollo y mantenimiento de aplicaciones: Implementar nuevas funcionalidades, desarrollar y mantener aplicaciones
Gestión y optimización de bases de datos: Diseñar, desarrollar y optimizar estructuras de bases de datos
Automatización y orquestación: Crear y gestionar Jobs, incluyendo Jobs AFT para transferencia de archivos. Automatizar procesos mediante scripting (PowerShell y Bash).
Integración de datos: Diseñar, desarrollar y desplegar paquetes SSIS para procesos de integración y migración de datos.
Control de versiones y colaboración: Administrar código fuente mediante Git y Bitbucket, siguiendo buenas prácticas de branching, merging y pull requests.
Experiencia en sector bancario: Analizar, implementar y mantener soluciones considerando los requisitos de seguridad, regulaciones y procesos propios del sector financiero.
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Modalidad de trabajo: 100% remoto.
Minsait, technology for a more human future! Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social.",Lima,Remoto
Desarrollador Backend NodeJs Senior,"Experiencia de 5 años desarrollando en la especialidad de servicios de Tecnologías de Información y Staff Augmentation con casi una década de operaciones en Perú orientadas a brindar soluciones tecnológicas de primer nivel a importantes corporaciones nacionales y multinacionales. Actualmente nos encontramos en busqueda el un Desarrollador Backend para trabajar con una empresa del sector bancario. ] ¡ Aplica y unete a nuestro equipo !

Requisitos:
Experiencia de 5 años desarrollando en la especialidad .
Competencia técnica medio en Ingeniería de Software, Sistemas, Informática o afines, desarrollo de aplicaciones Backend.
Competencia técnica de patrón de diseño de software orientado a objetos y UML. Buenas prácticas de desarrollo y puede diseñar una aplicación por sí solo en un lenguaje de alto nivel.
Competencia técnica de desarrollo API REST utilizando node.js, TypeScript: Nest.JS, Express.JS, etc.
Competencia técnica en administrar el código con GIT: Pull Request, Gitflow Worflow, TBD y Code Review.
Competencia técnica en diseño, creación y ejecución de pruebas unitarias de los componentes creados.
Competencia técnica en desarrollo de servicios con BBDD relacionales y/o no relaciones.
Competencia técnica en infraestructura On Cloud.
Competencia técnica de gestión de paquetes y versiones.
Competencia técnica en Javascript, WebServices, AWS. Opcional: Java, Python, TypeScript
Competencia técnica en prácticas de seguridad.
Competencia técnica de Marco de trabajo Ágil y Mindset Ágil.",Lima,Híbrido
Analista Programador .NET | Visual Basic,"DÉJANOS CONTARTE LO QUE NOS HACE GENUINE
Buscamos profesionales que quieran reinventarse cada día, que enfrentarse a los retos vaya en su ADN y que sientan pasión por trabajar con la tecnología. Esto nos hace únicos, diferentes y auténticos.
¿QUÉ ESTAMOS BUSCANDO?
Buscamos un Analista programador con sólidos conocimientos en tecnologías .NET, bases de datos y metodologías ágiles, con capacidad para trabajar en proyectos críticos del sector financiero.
Funciones:
Desarrollar aplicaciones .NET Core (2.0, 3.1, 5, 6) y Visual Basic para sistemas bancarios
Diseñar y optimizar bases de datos Oracle/SQL Server y paquetes SSIS
Implementar automatización de procesos con Control-M y scripting (PowerShell/Bash)
Desarrollar interfaces web con HTML, CSS, JavaScript y frameworks modernos
Gestionar control de versiones con Git/Bitbucket y flujos de trabajo colaborativos
Aplicar metodologías ágiles (Scrum/Kanban) usando Jira para gestión de proyectos
Requisitos:
4 años de experiencia en desarrollo de software
Lenguajes de Programación:
Visual Basic 2005 y 2008
C# .NET Core 2.0, 3.1, .NET 5 y 6
Desarrollo Web: HTML, CSS, JavaScript
Bases de Datos:
Diseño y optimización de bases de datos
SQL avanzado y manejo de Oracle
SQL Server Integration Services (SSIS) - diseño, desarrollo y despliegue
Control de Versiones:
Git - branching, merging, pull requests
Bitbucket para gestión de repositorios
Metodologías y Herramientas:
Metodologías ágiles - Kanban, Scrum
Jira para gestión de proyectos
Control-M para automatización de jobs y AFT
Scripting - PowerShell y Bash
Disponibilidad para trabajo hibrido (San Isidro, Lima)
PORQUE EN ENTELGY TODO COMIENZA CONTIGO
Únicos, Reales, Auténticos, Diferentes……
Somos 100% GENUINE.
Nuestra cultura se vive en el día a día, somos como una gran familia y formamos Entelgy Family, donde podrás participar en diferentes actividades, eventos, retos y mucho más. También tenemos un conjunto de iniciativas orientadas a potenciar que tengas una vida sana y equilibrada, nuestro compromiso de contribuir a nuestra sociedad con iniciativas para el Cuidado del medio ambiente, Voluntariado comunitario, Sensibilización sobre personas vulnerables, etc. Health & Wellness, Responsabilidad Social, Programa para el Cuidado del Medio Ambiente.
ASÍ ES COMO PONEMOS TODO NUESTRO TALENTO EN POTENCIAR EL TUYO
Ven para formar parte de nuestro equipo, y descubre que no es sólo lo que hacemos, sino cómo lo hacemos. ¡Atrévete a vivir una experiencia Genuine!
Proyectos retadores para grandes clientes: Trabajarás en proyectos de gran relevancia para nuestros clientes, junto a un gran equipo de profesionales desde el primer día.
Un progreso acelerado: Tu crecimiento estará garantizado y potenciado. Vamos contigo en lo que necesites.",Lima,Híbrido
Desarrollador Full Stack (Java / AWS / React Native),"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador FullStack (Java / AWS / React Native)
Requisitos:
Requisitos:
Bachiller o Titulado en Ingeniería de Sistemas, Informática, Software, Ciencias de la Computación o carreras afines.
Experiencia mínima de 4 años en posiciones similares.
Experiencia en desarrollo de microservicios en Java con Quarkus.
Diseño e implementación de APIs REST y GraphQL.
Experiencia en integración con servicios en la nube (AWS Lambda, EventBridge, AppSync, DynamoDB).
Conocimientos de buenas prácticas en arquitectura, seguridad y calidad de código.
Manejo de bases de datos PostgreSQL y MongoDB.
Desarrollo de aplicaciones móviles con React Native y consumo de APIs.
Experiencia en pruebas unitarias y control de versiones con Git.
Competencias blandas:
Comunicación asertiva
Proactividad
Trabajo en equipo",Cercado De Lima,Híbrido
Desarrollador Fullstack,"Nos encontramos en búsqueda de un Desarrollador que tendrá como principales funciones:
Diseño y desarrollo de aplicaciones de software internas.
Entender y documentar los requisitos del negocio, traduciéndolos en especificaciones técnicas para el desarrollo de soluciones de software.
Atender requerimientos e incidentes relacionados al desarrollo de aplicaciones Web.
Diseñar, implementar y mantener bases de datos, asegurando su integridad, rendimiento y seguridad.
Pruebas y Aseguramiento de la Calidad de las aplicaciones desarrolladas.
Proveer capacitación y soporte técnico a los usuarios para facilitar la adopción y el uso eficaz de las soluciones desarrolladas.
Documentar el análisis y diseño de las aplicaciones de negocio desarrolladas.
Requisitos:
Experiencia de 5 años realizando las funciones o similares.
Profesional técnico o universitario de Computación, Ingeniería de Sistemas, Software, afines.
Conocimientos en: HTML/CSS, React/NextJS y NestJS, SQL.
Modalidad:
Híbrida, asistencia a oficina 1 vez a la semana.",San Isidro,Híbrido
Programador ABAP / Preencial,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador ABAP para el sector de consumo masivo para la ciudad del Callao.
Requisitos:
Profesional de ingeniería de sistemas o afines.
Experiencia de 3 años con:
Programación ABAP
Experiencia con SAP ERP y/o SAP Hana
Certificado en ABAP o BTP
Funciones
Desarrollar y mantener aplicaciones ABAP en el entorno SAP, implementando integraciones entre sistemas SAP y aplicaciones externas.
Optimizar el rendimiento y la escalabilidad de soluciones ABAP, así como crear aplicaciones personalizadas y extensiones en SAP
Proporcionar soporte técnico y mantenimiento de soluciones ABAP, elaborando la documentación técnica correspondiente.
Asegurar el cumplimiento de estándares de calidad y normativas de seguridad en las soluciones desarrolladas.",Callao,Presencial
Desarrollador Backend,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Desarrollador Backend Pleno con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Formación Académica:
Bachiller en Ingeniería de sistemas o afines
Experiencia:
Conocimiento Técnico:
Java 11 (Medio)
Experiencia en Spring Boot.
Experiencia en Microsoft Azure Cloud (Apim, acr, aks, redis, akv, sql, mysql).
Experiencia en construcciones de pipelines (Azure Devops).
Conocimiento Apis Rest.
Conocimientos de patrones de diseño.
Conocimientos patrones de arquitectura.
Deseable haber trabajado proyecto con Open AI.
Conocimiento Deseable:
Haber trabajado con Marco SCRUM
Funciones del puesto
Diseñar y desarrollar APIs RESTful
Desarrollar pruebas unitarias
Configurar y ejecutar los despliegues en ambientes previos
Diseñar y ejecutar pruebas de carga - Gestionar y acompañar los pases a producción
Monitorear el comportamiento de las APIs en producción
Participar en el marco de trabajo ágil SCRUM Stack tecnológico:
Backend: Spring Boot, JDK 17, Webflux, WebClient, Redis, JUnit & Mockito, OpenAPI - DevOps: Docker, Kubernetes, Azure (ACR, APIM, AKS, Pipelines), NewRelic
Pruebas de carga: JMeter.
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Modalidad de trabajo: 100% remoto.",Lima,Remoto
